Time;Campaign;File Name;Longitude;Latitude;RSCP;Ec/Io;PCI/PSC/BSIC;Technology;Home Operator;UARFCN
2022-06-18 12:46:27.958;BP3_DT_05_VOICE DE ON NET;2022-06-18-12-45-42-3251-1402-1520-9895-B.mf;115.08587500;-3.12881000;-94;-10;24;UMTS;Telkomsel;10638
2022-06-18 12:46:28.201;BP3_DT_05_VOICE DE ON NET;2022-06-18-12-45-42-3251-1402-1520-9895-B.mf;115.08577200;-3.12877700;-95.555;-10.886;24;UMTS;Telkomsel;10638
2022-06-18 12:46:28.872;BP3_DT_05_VOICE DE ON NET;2022-06-18-12-45-42-3251-1402-1520-9895-B.mf;115.08577200;-3.12877700;-96.924;-14.308;24;UMTS;Telkomsel;10638
2022-06-18 12:46:29.471;BP3_DT_05_VOICE DE ON NET;2022-06-18-12-45-42-3251-1402-1520-9895-B.mf;115.08567200;-3.12873800;-93.407;-13.781;24;UMTS;Telkomsel;10638
2022-06-18 12:46:29.994;BP3_DT_05_VOICE DE ON NET;2022-06-18-12-45-42-3251-1402-1520-9895-B.mf;115.08562400;-3.12872200;-93.781;-13.478;24;UMTS;Telkomsel;10638
2022-06-18 12:46:30.473;BP3_DT_05_VOICE DE ON NET;2022-06-18-12-45-42-3251-1402-1520-9895-B.mf;115.08557700;-3.12870500;-89.905;-13.323;24;UMTS;Telkomsel;10638
2022-06-18 12:46:30.996;BP3_DT_05_VOICE DE ON NET;2022-06-18-12-45-42-3251-1402-1520-9895-B.mf;115.08557700;-3.12870500;-92.657;-11.808;24;UMTS;Telkomsel;10638
2022-06-18 12:46:31.598;BP3_DT_05_VOICE DE ON NET;2022-06-18-12-45-42-3251-1402-1520-9895-B.mf;115.08548500;-3.12868000;-91.302;-10.773;24;UMTS;Telkomsel;10638
2022-06-18 12:46:32.100;BP3_DT_05_VOICE DE ON NET;2022-06-18-12-45-42-3251-1402-1520-9895-B.mf;115.08544400;-3.12866900;-92.816;-12.983;24;UMTS;Telkomsel;10638
2022-06-18 12:46:32.602;BP3_DT_05_VOICE DE ON NET;2022-06-18-12-45-42-3251-1402-1520-9895-B.mf;115.08540300;-3.12865800;-91.747;-13.214;24;UMTS;Telkomsel;10638
2022-06-18 12:46:33.103;BP3_DT_05_VOICE DE ON NET;2022-06-18-12-45-42-3251-1402-1520-9895-B.mf;115.08537000;-3.12864900;-89.817;-12.954;24;UMTS;Telkomsel;10638
2022-06-18 12:46:33.704;BP3_DT_05_VOICE DE ON NET;2022-06-18-12-45-42-3251-1402-1520-9895-B.mf;115.08533700;-3.12864000;-87.304;-12.64;24;UMTS;Telkomsel;10638
2022-06-18 12:46:34.105;BP3_DT_05_VOICE DE ON NET;2022-06-18-12-45-42-3251-1402-1520-9895-B.mf;115.08531200;-3.12863300;-90.641;-13.229;24;UMTS;Telkomsel;10638
2022-06-18 12:46:59.796;BP3_DT_05_VOICE DE ON NET;2022-06-18-12-45-42-3251-1402-1520-9895-A.mf;115.08460200;-3.12858500;-90;-13;24;UMTS;Telkomsel;10638
2022-06-18 12:47:00.248;BP3_DT_05_VOICE DE ON NET;2022-06-18-12-45-42-3251-1402-1520-9895-A.mf;115.08458500;-3.12858700;-91.162;-13.64;24;UMTS;Telkomsel;10638
2022-06-18 12:47:00.652;BP3_DT_05_VOICE DE ON NET;2022-06-18-12-45-42-3251-1402-1520-9895-A.mf;115.08456800;-3.12858800;-86;-11.471;24;UMTS;Telkomsel;10638
2022-06-18 12:47:01.401;BP3_DT_05_VOICE DE ON NET;2022-06-18-12-45-42-3251-1402-1520-9895-A.mf;115.08454300;-3.12858800;-90.134;-12.572;24;UMTS;Telkomsel;10638
2022-06-18 12:47:02.002;BP3_DT_05_VOICE DE ON NET;2022-06-18-12-45-42-3251-1402-1520-9895-A.mf;115.08454300;-3.12858800;-91.571;-13.308;24;UMTS;Telkomsel;10638
2022-06-18 12:47:02.453;BP3_DT_05_VOICE DE ON NET;2022-06-18-12-45-42-3251-1402-1520-9895-A.mf;115.08452300;-3.12859300;-93.765;-14;24;UMTS;Telkomsel;10638
2022-06-18 12:47:03.053;BP3_DT_05_VOICE DE ON NET;2022-06-18-12-45-42-3251-1402-1520-9895-A.mf;115.08452300;-3.12859300;-91.864;-13.64;24;UMTS;Telkomsel;10638
2022-06-18 12:47:03.603;BP3_DT_05_VOICE DE ON NET;2022-06-18-12-45-42-3251-1402-1520-9895-A.mf;115.08450500;-3.12859700;-95.213;-14.097;24;UMTS;Telkomsel;10638
2022-06-18 12:47:04.054;BP3_DT_05_VOICE DE ON NET;2022-06-18-12-45-42-3251-1402-1520-9895-A.mf;115.08450500;-3.12859700;-93.028;-13.572;24;UMTS;Telkomsel;10638
2022-06-18 12:47:04.701;BP3_DT_05_VOICE DE ON NET;2022-06-18-12-45-42-3251-1402-1520-9895-A.mf;115.08449300;-3.12859800;-93.176;-13.64;24;UMTS;Telkomsel;10638
2022-06-18 12:47:05.205;BP3_DT_05_VOICE DE ON NET;2022-06-18-12-45-42-3251-1402-1520-9895-A.mf;115.08449300;-3.12859800;-93.976;-13.134;24;UMTS;Telkomsel;10638
2022-06-18 12:47:05.702;BP3_DT_05_VOICE DE ON NET;2022-06-18-12-45-42-3251-1402-1520-9895-A.mf;115.08448300;-3.12860000;-92.954;-12.852;24;UMTS;Telkomsel;10638
2022-06-18 12:47:06.303;BP3_DT_05_VOICE DE ON NET;2022-06-18-12-45-42-3251-1402-1520-9895-A.mf;115.08448300;-3.12860000;-90.727;-12.301;24;UMTS;Telkomsel;10638
2022-06-18 12:47:06.806;BP3_DT_05_VOICE DE ON NET;2022-06-18-12-45-42-3251-1402-1520-9895-A.mf;115.08447200;-3.12860300;-94.162;-14.873;24;UMTS;Telkomsel;10638
2022-06-18 12:47:07.407;BP3_DT_05_VOICE DE ON NET;2022-06-18-12-45-42-3251-1402-1520-9895-A.mf;115.08445800;-3.12860300;-93.706;-14.429;24;UMTS;Telkomsel;10638
2022-06-18 12:47:08.008;BP3_DT_05_VOICE DE ON NET;2022-06-18-12-45-42-3251-1402-1520-9895-A.mf;115.08445800;-3.12860300;-95.415;-14.526;24;UMTS;Telkomsel;10638
2022-06-18 12:47:08.611;BP3_DT_05_VOICE DE ON NET;2022-06-18-12-45-42-3251-1402-1520-9895-A.mf;115.08444700;-3.12860300;-94.757;-13.78;24;UMTS;Telkomsel;10638
2022-06-18 12:47:09.213;BP3_DT_05_VOICE DE ON NET;2022-06-18-12-45-42-3251-1402-1520-9895-A.mf;115.08444700;-3.12860300;-93.218;-13.353;24;UMTS;Telkomsel;10638
2022-06-18 12:47:09.709;BP3_DT_05_VOICE DE ON NET;2022-06-18-12-45-42-3251-1402-1520-9895-A.mf;115.08443000;-3.12860200;-93.908;-13.323;24;UMTS;Telkomsel;10638
2022-06-18 12:47:10.215;BP3_DT_05_VOICE DE ON NET;2022-06-18-12-45-42-3251-1402-1520-9895-A.mf;115.08443000;-3.12860200;-93.745;-13.373;24;UMTS;Telkomsel;10638
2022-06-18 12:47:10.712;BP3_DT_05_VOICE DE ON NET;2022-06-18-12-45-42-3251-1402-1520-9895-A.mf;115.08440800;-3.12860000;-94.211;-13.572;24;UMTS;Telkomsel;10638
2022-06-18 12:47:11.220;BP3_DT_05_VOICE DE ON NET;2022-06-18-12-45-42-3251-1402-1520-9895-A.mf;115.08440800;-3.12860000;-95.659;-13.954;24;UMTS;Telkomsel;10638
2022-06-18 12:47:11.714;BP3_DT_05_VOICE DE ON NET;2022-06-18-12-45-42-3251-1402-1520-9895-A.mf;115.08438200;-3.12860000;-93.614;-13.682;24;UMTS;Telkomsel;10638
2022-06-18 12:47:12.223;BP3_DT_05_VOICE DE ON NET;2022-06-18-12-45-42-3251-1402-1520-9895-A.mf;115.08438200;-3.12860000;-94.969;-13.323;24;UMTS;Telkomsel;10638
2022-06-18 12:47:12.716;BP3_DT_05_VOICE DE ON NET;2022-06-18-12-45-42-3251-1402-1520-9895-A.mf;115.08435000;-3.12860300;-95.781;-13.781;24;UMTS;Telkomsel;10638
2022-06-18 12:47:13.225;BP3_DT_05_VOICE DE ON NET;2022-06-18-12-45-42-3251-1402-1520-9895-A.mf;115.08435000;-3.12860300;-95.781;-13.323;24;UMTS;Telkomsel;10638
2022-06-18 12:47:13.625;BP3_DT_05_VOICE DE ON NET;2022-06-18-12-45-42-3251-1402-1520-9895-A.mf;115.08430300;-3.12861000;-98.462;-14.229;24;UMTS;Telkomsel;10638
2022-06-18 12:47:14.226;BP3_DT_05_VOICE DE ON NET;2022-06-18-12-45-42-3251-1402-1520-9895-A.mf;115.08427900;-3.12861400;-98.012;-14.308;24;UMTS;Telkomsel;10638
2022-06-18 12:47:35.049;BP3_DT_05_VOICE DE ON NET;2022-06-18-12-45-42-3251-1402-1520-9895-B.mf;115.08295900;-3.12889800;-97;-11;24;UMTS;Telkomsel;10638
2022-06-18 12:47:35.378;BP3_DT_05_VOICE DE ON NET;2022-06-18-12-45-42-3251-1402-1520-9895-B.mf;115.08292000;-3.12890700;-96.886;-11.886;24;UMTS;Telkomsel;10638
2022-06-18 12:47:36.064;BP3_DT_05_VOICE DE ON NET;2022-06-18-12-45-42-3251-1402-1520-9895-B.mf;115.08292000;-3.12890700;-92.483;-12.308;24;UMTS;Telkomsel;10638
2022-06-18 12:47:36.590;BP3_DT_05_VOICE DE ON NET;2022-06-18-12-45-42-3251-1402-1520-9895-B.mf;115.08284200;-3.12893000;-96.745;-8.729;24;UMTS;Telkomsel;10638
2022-06-18 12:47:37.067;BP3_DT_05_VOICE DE ON NET;2022-06-18-12-45-42-3251-1402-1520-9895-B.mf;115.08284200;-3.12893000;-95.614;-7.696;24;UMTS;Telkomsel;10638
2022-06-18 12:47:37.639;BP3_DT_05_VOICE DE ON NET;2022-06-18-12-45-42-3251-1402-1520-9895-B.mf;115.08276200;-3.12895000;-96.711;-7.923;24;UMTS;Telkomsel;10638
2022-06-18 12:47:38.125;BP3_DT_05_VOICE DE ON NET;2022-06-18-12-45-42-3251-1402-1520-9895-B.mf;115.08272300;-3.12896100;-94.471;-5.471;24;UMTS;Telkomsel;10638
2022-06-18 12:47:38.726;BP3_DT_05_VOICE DE ON NET;2022-06-18-12-45-42-3251-1402-1520-9895-B.mf;115.08268300;-3.12897200;-95.841;-6.229;24;UMTS;Telkomsel;10638
2022-06-18 12:47:39.327;BP3_DT_05_VOICE DE ON NET;2022-06-18-12-45-42-3251-1402-1520-9895-B.mf;115.08260300;-3.12899200;-94.395;-4.839;24;UMTS;Telkomsel;10638
2022-06-18 12:47:39.849;BP3_DT_05_VOICE DE ON NET;2022-06-18-12-45-42-3251-1402-1520-9895-B.mf;115.08256500;-3.12900200;-92.635;-4.52;24;UMTS;Telkomsel;10638
2022-06-18 12:47:40.128;BP3_DT_05_VOICE DE ON NET;2022-06-18-12-45-42-3251-1402-1520-9895-B.mf;115.08256500;-3.12900200;-92.228;-4.226;24;UMTS;Telkomsel;10638
2022-06-18 12:47:40.739;BP3_DT_05_VOICE DE ON NET;2022-06-18-12-45-42-3251-1402-1520-9895-B.mf;115.08252700;-3.12901200;-95;-5;24;UMTS;Telkomsel;10638
2022-06-18 12:47:41.384;BP3_DT_05_VOICE DE ON NET;2022-06-18-12-45-42-3251-1402-1520-9895-B.mf;115.08245200;-3.12903200;-95;-5;24;UMTS;Telkomsel;10638
2022-06-18 13:20:41.078;BP3_DT_04_SMS ON NET;2022-06-18-13-20-29-3241-1402-1520-9895-S.mf;115.13851200;-3.00903800;-112;-16;200;UMTS;Telkomsel;10638
2022-06-18 13:20:41.529;BP3_DT_04_SMS ON NET;2022-06-18-13-20-29-3241-1402-1520-9895-S.mf;115.13851700;-3.00903700;-109.64;-14;200;UMTS;Telkomsel;10638
2022-06-18 13:20:42.178;BP3_DT_04_SMS ON NET;2022-06-18-13-20-29-3241-1402-1520-9895-S.mf;115.13851700;-3.00903700;-105.64;-11;200;UMTS;Telkomsel;10638
2022-06-18 13:20:42.579;BP3_DT_04_SMS ON NET;2022-06-18-13-20-29-3241-1402-1520-9895-S.mf;115.13851700;-3.00903700;-105.471;-11;200;UMTS;Telkomsel;10638
2022-06-18 13:20:43.110;BP3_DT_04_SMS ON NET;2022-06-18-13-20-29-3241-1402-1520-9895-S.mf;115.13851700;-3.00903700;-104.606;-10.323;200;UMTS;Telkomsel;10638
2022-06-18 13:20:43.713;BP3_DT_04_SMS ON NET;2022-06-18-13-20-29-3241-1402-1520-9895-S.mf;115.13851700;-3.00903700;-105.886;-10.962;200;UMTS;Telkomsel;10638
2022-06-18 13:20:44.115;BP3_DT_04_SMS ON NET;2022-06-18-13-20-29-3241-1402-1520-9895-S.mf;115.13851700;-3.00903700;-106.886;-11.229;200;UMTS;Telkomsel;10638
2022-06-18 13:20:44.717;BP3_DT_04_SMS ON NET;2022-06-18-13-20-29-3241-1402-1520-9895-S.mf;115.13851700;-3.00903700;-106.308;-11.542;200;UMTS;Telkomsel;10638
2022-06-18 13:20:45.363;BP3_DT_04_SMS ON NET;2022-06-18-13-20-29-3241-1402-1520-9895-S.mf;115.13851700;-3.00903700;-109;-15;99;UMTS;Telkomsel;10638
2022-06-18 13:20:45.363;BP3_DT_04_SMS ON NET;2022-06-18-13-20-29-3241-1402-1520-9895-S.mf;115.13851700;-3.00903700;-105.698;-11.64;200;UMTS;Telkomsel;10638
2022-06-18 13:20:45.848;BP3_DT_04_SMS ON NET;2022-06-18-13-20-29-3241-1402-1520-9895-S.mf;115.13851700;-3.00903700;-108;-13.471;99;UMTS;Telkomsel;10638
2022-06-18 13:20:45.848;BP3_DT_04_SMS ON NET;2022-06-18-13-20-29-3241-1402-1520-9895-S.mf;115.13851700;-3.00903700;-105.471;-11.728;200;UMTS;Telkomsel;10638
2022-06-18 13:20:46.451;BP3_DT_04_SMS ON NET;2022-06-18-13-20-29-3241-1402-1520-9895-S.mf;115.13851700;-3.00903700;-112.924;-17.64;99;UMTS;Telkomsel;10638
2022-06-18 13:20:46.451;BP3_DT_04_SMS ON NET;2022-06-18-13-20-29-3241-1402-1520-9895-S.mf;115.13851700;-3.00903700;-107.072;-12.437;200;UMTS;Telkomsel;10638
2022-06-18 13:20:46.918;BP3_DT_04_SMS ON NET;2022-06-18-13-20-29-3241-1402-1520-9895-S.mf;115.13851700;-3.00903700;-111.886;-16.246;99;UMTS;Telkomsel;10638
2022-06-18 13:20:46.918;BP3_DT_04_SMS ON NET;2022-06-18-13-20-29-3241-1402-1520-9895-S.mf;115.13851700;-3.00903700;-107;-12.182;200;UMTS;Telkomsel;10638
2022-06-18 13:20:47.319;BP3_DT_04_SMS ON NET;2022-06-18-13-20-29-3241-1402-1520-9895-S.mf;115.13851700;-3.00903700;-111.471;-15.471;99;UMTS;Telkomsel;10638
